id,duration,tempo,spectral_centroid,zero_crossing_rate,chroma_feature,mfccs,rms,harmonicity
MT0001053268,30.024,170.45454545454547,2327.2298590296878,0.09070741209376665,"[0.4341389238834381, 0.4023926854133606, 0.4532880485057831, 0.43766075372695923, 0.44664835929870605, 0.4846048057079315, 0.3753320276737213, 0.3862152695655823, 0.33401361107826233, 0.41898199915885925, 0.3242226839065552, 0.33694151043891907]","[-157.104248046875, 143.37448120117188, -51.93014144897461, 57.437965393066406, -27.71225357055664, 18.04367446899414, -9.95913028717041, 7.461477756500244, -5.821868419647217, -6.124950885772705, 10.48575210571289, -11.517006874084473, 7.597945690155029, -4.136469841003418, 4.768435955047607, -0.5303923487663269, -0.7634247541427612, -0.6983489990234375, -2.4839015007019043, 0.574155330657959]",0.088565364,-0.00092853885
MT0001189913,30.06,93.75,2282.068084361436,0.07143614455827568,"[0.44233229756355286, 0.34392380714416504, 0.386096715927124, 0.2791093587875366, 0.3385355770587921, 0.42821037769317627, 0.3364720344543457, 0.358302503824234, 0.3458554744720459, 0.3922494947910309, 0.2570649981498718, 0.3007185459136963]","[-199.32566833496094, 137.178955078125, -33.76964569091797, 45.9984016418457, -20.16124725341797, 35.529273986816406, -17.52569580078125, 15.741899490356445, -12.862717628479004, 1.8789958953857422, 0.26955798268318176, -5.443005561828613, 3.261854410171509, -4.420434951782227, 3.0468902587890625, -6.596889019012451, 4.887121677398682, -9.69129467010498, 6.36440896987915, -3.633723258972168]",0.078562684,-6.36174e-07
MT0001217651,30.06,101.35135135135135,2860.2071125362572,0.08376219273882385,"[0.49414777755737305, 0.3932775557041168, 0.33215323090553284, 0.34755513072013855, 0.4632810354232788, 0.5077047348022461, 0.4882316291332245, 0.5087677836418152, 0.5879955887794495, 0.6620067954063416, 0.6461576223373413, 0.5503687858581543]","[-74.91226959228516, 115.4873275756836, -34.45001220703125, 52.81318283081055, -28.363740921020508, 27.921995162963867, -17.62499237060547, 24.464313507080078, -7.697084903717041, 7.407832145690918, 5.002157688140869, 4.539281845092773, 5.561420917510986, -1.0932466983795166, 11.888688087463379, -4.284936428070068, 9.797544479370117, -1.4838290214538574, 11.494033813476562, -2.067103147506714]",0.25260296,-9.646607e-06
MT0001236649,30.06,178.57142857142858,2372.914223656602,0.0757254315792975,"[0.3493294417858124, 0.3694651424884796, 0.3891705870628357, 0.36525776982307434, 0.3819458484649658, 0.42209744453430176, 0.5368350744247437, 0.48032477498054504, 0.4358259439468384, 0.46310919523239136, 0.37065184116363525, 0.3581940829753876]","[-68.56768035888672, 140.60296630859375, -46.86262512207031, 59.85495376586914, -28.051959991455078, 28.12717056274414, -14.349379539489746, 18.521930694580078, -6.444493293762207, 6.152426242828369, 3.7570412158966064, -3.2917068004608154, 5.930935859680176, -6.349058628082275, 6.738321304321289, -7.619027137756348, 3.973815441131592, -4.814543724060059, 5.513530731201172, 0.43000268936157227]",0.23691474,1.6730658e-06
MT0001335920,30.06,150.0,2129.5216231840427,0.0693728379457158,"[0.329122930765152, 0.5119928121566772, 0.3128174841403961, 0.30754461884498596, 0.30095359683036804, 0.40242624282836914, 0.5003052949905396, 0.3614138066768646, 0.4341334104537964, 0.33110520243644714, 0.3565521538257599, 0.27676525712013245]","[-195.75144958496094, 151.8418426513672, -31.361270904541016, 43.69437026977539, -16.949798583984375, 30.464609146118164, -24.529449462890625, 17.554067611694336, -7.864392280578613, 0.14927354454994202, 1.3571369647979736, 3.667706251144409, -1.6740012168884277, -6.775575160980225, 6.948895454406738, -8.379941940307617, 2.9933791160583496, -9.614012718200684, 4.448816776275635, -6.084637641906738]",0.07397888,-2.6875574e-07
MT0001340713,30.06,93.75,3135.8918640416664,0.12128241002527941,"[0.41691112518310547, 0.3715725839138031, 0.415751576423645, 0.3669498562812805, 0.3530227243900299, 0.27817466855049133, 0.4176348149776459, 0.45662248134613037, 0.4276852011680603, 0.47157716751098633, 0.363688200712204, 0.4091930389404297]","[-172.4078369140625, 111.16503143310547, -46.688289642333984, 51.68012237548828, -34.89765930175781, 33.93755340576172, -23.522537231445312, 18.022111892700195, -16.1840877532959, 5.053893566131592, -1.5804189443588257, -3.9368503093719482, 0.7348231077194214, -10.148551940917969, 5.551852226257324, -13.017175674438477, 4.1058030128479, -8.509541511535645, 2.689706325531006, -9.765290260314941]",0.08381259,-5.322328e-07
MT0001418045,30.06,113.63636363636364,2272.123257095717,0.07878375091471528,"[0.447147011756897, 0.47226038575172424, 0.45364829897880554, 0.5959816575050354, 0.4094376266002655, 0.3937514126300812, 0.40647053718566895, 0.43336379528045654, 0.4848925769329071, 0.4683617949485779, 0.512256920337677, 0.40334630012512207]","[-166.76780700683594, 144.79791259765625, -56.90911865234375, 63.448246002197266, -19.403776168823242, 34.41891098022461, -17.74513053894043, 20.047733306884766, -13.294103622436523, 15.830507278442383, -2.0936641693115234, -1.1872267723083496, 8.927409172058105, -9.201345443725586, 5.823063373565674, -6.198317527770996, 7.036565780639648, -12.366805076599121, 5.862316608428955, -7.855094909667969]",0.08508138,-0.00037003047
MT0001521543,30.06,96.15384615384616,1698.823269286884,0.06229990603379457,"[0.28341659903526306, 0.35522207617759705, 0.41628268361091614, 0.3219701051712036, 0.3571730852127075, 0.4724225401878357, 0.5165722370147705, 0.28180453181266785, 0.24572019279003143, 0.363559752702713, 0.22147129476070404, 0.2367728054523468]","[-184.09857177734375, 165.58860778808594, -47.62752151489258, 50.5872917175293, -8.701459884643555, 16.657190322875977, -11.96468448638916, 1.4814954996109009, -7.269985198974609, -5.304202079772949, -4.307656288146973, -10.177490234375, 5.445694446563721, -3.4592154026031494, -2.4550676345825195, -4.609527111053467, 2.7558369636535645, -4.936891078948975, 0.1756293624639511, 1.2370537519454956]",0.11190567,-0.0023911425
MT0001586807,29.936326530612245,103.359375,1591.5684110609843,0.09288244912790698,"[0.403113454580307, 0.4158502519130707, 0.3500397205352783, 0.458850622177124, 0.4230007529258728, 0.3824482560157776, 0.3461865782737732, 0.2932419180870056, 0.35553237795829773, 0.34502556920051575, 0.42214152216911316, 0.36178353428840637]","[-123.43983459472656, 149.56875610351562, -64.18260192871094, 40.41009521484375, -25.830244064331055, 27.753997802734375, -16.487821578979492, 3.943161725997925, -12.227463722229004, -3.7422287464141846, -10.221631050109863, -4.430744171142578, 4.968524932861328, -11.270151138305664, 4.310589790344238, -8.354321479797363, -0.10911475121974945, -8.778157234191895, -2.166623830795288, -7.6227593421936035]",0.12223492,3.9860137e-08
MT0001605268,30.06,91.46341463414635,2347.9696616135066,0.08298702351649814,"[0.38121989369392395, 0.3311060070991516, 0.3998921811580658, 0.337566077709198, 0.39686253666877747, 0.37427255511283875, 0.3408513367176056, 0.4292762577533722, 0.338551789522171, 0.3399069309234619, 0.2662452459335327, 0.3521628677845001]","[-140.1603240966797, 141.15953063964844, -39.93404006958008, 46.14164352416992, -23.520111083984375, 25.283960342407227, -23.053577423095703, 15.686936378479004, -14.420793533325195, -0.3346251845359802, -0.9082896113395691, -3.381770372390747, 0.9575442671775818, -9.508820533752441, 5.703475475311279, -12.861817359924316, 4.694489479064941, -9.253039360046387, -0.7601280212402344, -2.129284143447876]",0.1252102,-2.6371748e-07
MT0001671399,30.06,81.52173913043478,2150.0777806303145,0.06630594315460352,"[0.37170180678367615, 0.40069353580474854, 0.4109293222427368, 0.4571515917778015, 0.32601654529571533, 0.34293511509895325, 0.30032142996788025, 0.42779964208602905, 0.4940326511859894, 0.37593206763267517, 0.3508230745792389, 0.29656270146369934]","[-159.7662353515625, 142.7303466796875, -25.755441665649414, 64.86920928955078, -16.609525680541992, 32.79186248779297, -14.369927406311035, 22.146333694458008, -13.855988502502441, 6.826260089874268, -1.2997262477874756, 0.6048740744590759, 0.6209498047828674, -9.900697708129883, 7.1053690910339355, -10.759812355041504, 6.25542688369751, -8.150787353515625, 2.644535779953003, -7.672303199768066]",0.12587574,1.8430304e-06
MT0001680969,30.06,178.57142857142858,2550.747012452916,0.09400622422166045,"[0.3816383481025696, 0.33341044187545776, 0.3705144226551056, 0.38626542687416077, 0.46480146050453186, 0.5913900136947632, 0.476470023393631, 0.4203355610370636, 0.38057488203048706, 0.3518511950969696, 0.3604860007762909, 0.3214733302593231]","[-107.68096923828125, 123.57979583740234, -41.72228240966797, 35.73225402832031, -27.8858585357666, 19.325288772583008, -16.001073837280273, 8.18895435333252, -9.754658699035645, -0.695612370967865, -4.132673263549805, -0.20720431208610535, 2.4741451740264893, -9.540889739990234, 6.2545695304870605, -6.334955215454102, 5.5450263023376465, -4.460578441619873, 0.4461228549480438, -1.1687860488891602]",0.1912717,2.0863918e-05
MT0001703346,30.06,110.29411764705883,1953.2514019665152,0.06707123760976583,"[0.338397741317749, 0.37604567408561707, 0.34516218304634094, 0.25105658173561096, 0.3255620002746582, 0.42748838663101196, 0.3104022145271301, 0.32254934310913086, 0.22159254550933838, 0.1962708681821823, 0.27007415890693665, 0.22127695381641388]","[-218.49359130859375, 153.501953125, -39.61692428588867, 44.55879211425781, -27.45332908630371, 6.97507905960083, -11.460436820983887, -4.667876243591309, -5.955536365509033, -11.171792030334473, -2.450732946395874, -9.679740905761719, -5.095512390136719, -7.5051422119140625, -3.0552971363067627, -4.984656810760498, -2.335137128829956, -5.289428234100342, 1.1302986145019531, -0.4397837221622467]",0.07313534,-1.0419492e-07
MT0001753457,30.06,104.16666666666667,1579.8124687417003,0.05895210010311336,"[0.33524924516677856, 0.2523741126060486, 0.36717483401298523, 0.2417643517255783, 0.18496300280094147, 0.263103187084198, 0.22093339264392853, 0.31626656651496887, 0.2352563887834549, 0.26019248366355896, 0.23932231962680817, 0.20640793442726135]","[-266.6285400390625, 153.70651245117188, -36.1298713684082, 36.804893493652344, -15.395063400268555, 7.044743061065674, 4.712547779083252, -4.8667988777160645, 5.266112804412842, -4.404556751251221, 4.183468341827393, 4.326502323150635, 5.802721977233887, 1.3839207887649536, 5.612113952636719, 1.046180009841919, -1.9746959209442139, -4.0296125411987305, -5.866281509399414, 2.247926712036133]",0.06660957,-4.6622106e-05
MT0001757676,30.06,133.92857142857142,1470.8957792815256,0.05312312899148483,"[0.31204378604888916, 0.23141205310821533, 0.26735323667526245, 0.3104216754436493, 0.2485891878604889, 0.27207833528518677, 0.29051411151885986, 0.42559733986854553, 0.3381385803222656, 0.31103721261024475, 0.4117357134819031, 0.32134661078453064]","[-222.08863830566406, 176.70001220703125, -43.89213180541992, 44.39437484741211, -0.9026644229888916, -23.543228149414062, 10.323472023010254, -11.068471908569336, -7.855618000030518, -4.00850248336792, -8.844276428222656, -2.5703160762786865, -4.168233871459961, -5.422358512878418, -0.2054367959499359, -3.689063787460327, -4.247378826141357, 1.731169581413269, -2.8711929321289062, -0.6264931559562683]",0.10949848,3.2836524e-05
MT0001898830,30.06,170.45454545454547,2217.7723201805193,0.08026808433674827,"[0.2509993016719818, 0.2907542884349823, 0.38207948207855225, 0.3243120610713959, 0.36622801423072815, 0.31442293524742126, 0.44009891152381897, 0.45480555295944214, 0.38350364565849304, 0.40108194947242737, 0.2845838963985443, 0.2937248945236206]","[-111.08135223388672, 142.7146453857422, -53.90250015258789, 50.00368881225586, -23.691686630249023, 25.97488021850586, -20.34857749938965, 9.128053665161133, -8.422205924987793, 6.131604194641113, 3.7672252655029297, 1.0416032075881958, 1.3516303300857544, -7.136613368988037, 5.483497142791748, -9.374894142150879, 5.49288272857666, -7.4961323738098145, 7.221336364746094, 2.3538804054260254]",0.17772843,-3.4642024e-05
MT0002033629,29.936326530612245,123.046875,1954.8245995840896,0.10800175629844962,"[0.34703510999679565, 0.24419543147087097, 0.2749446928501129, 0.23682154715061188, 0.32559460401535034, 0.29671987891197205, 0.30178219079971313, 0.3862608075141907, 0.45249444246292114, 0.5575486421585083, 0.3222385048866272, 0.2853597402572632]","[-120.8653335571289, 125.37108612060547, -58.700340270996094, 56.62789535522461, -33.418582916259766, 19.2596378326416, -16.413469314575195, 2.9940834045410156, -21.620861053466797, 6.99404764175415, -6.051685333251953, -6.0899457931518555, -0.9561970233917236, -10.262041091918945, 3.5453689098358154, -8.96074390411377, 6.431504249572754, -7.446652412414551, 2.054056406021118, -6.667837142944336]",0.13468626,6.378005e-06
MT0002053300,29.936326530612245,161.4990234375,2035.1201007268912,0.11842296511627907,"[0.21629181504249573, 0.3627570569515228, 0.5162208080291748, 0.2686801552772522, 0.4094702899456024, 0.3251877427101135, 0.17021118104457855, 0.2160278558731079, 0.23859624564647675, 0.4252619743347168, 0.2700602114200592, 0.19003349542617798]","[-132.3379364013672, 116.35222625732422, -54.13252258300781, 49.46615982055664, -39.73263931274414, 20.824148178100586, -25.105636596679688, 1.597573161125183, -21.071205139160156, 4.187336444854736, -4.42870569229126, -0.36400240659713745, 1.9951671361923218, -9.118391036987305, 1.9470088481903076, -8.617535591125488, 8.018105506896973, -9.695915222167969, 1.3787654638290405, -9.321873664855957]",0.122957416,1.3977147e-05
MT0002119439,30.06,178.57142857142858,2693.520915078274,0.10382382168041511,"[0.4124765992164612, 0.5369774103164673, 0.27713635563850403, 0.36664947867393494, 0.4909824728965759, 0.4867215156555176, 0.3711840808391571, 0.41064587235450745, 0.5570199489593506, 0.29075878858566284, 0.3372037708759308, 0.42767882347106934]","[-53.95061492919922, 131.73348999023438, -60.99971008300781, 46.5064582824707, -35.787139892578125, 28.23455810546875, -24.44906997680664, 19.773109436035156, -12.42585277557373, 0.8447369933128357, -3.3542635440826416, -5.961282730102539, 1.9635319709777832, -12.867924690246582, 5.5223612785339355, -8.77371597290039, 2.3643128871917725, -11.97854995727539, 0.4451059103012085, -10.183505058288574]",0.22971576,-4.1397743e-07
MT0002161109,30.06,125.0,2843.7549147751615,0.10520680880787653,"[0.35070013999938965, 0.3376396596431732, 0.3601512312889099, 0.34495222568511963, 0.44153308868408203, 0.40036261081695557, 0.3942749500274658, 0.43171456456184387, 0.4205821454524994, 0.4378916323184967, 0.39881303906440735, 0.3651946485042572]","[-211.4035186767578, 106.407470703125, -36.835716247558594, 56.211788177490234, -23.157808303833008, 30.634601593017578, -6.203347206115723, 18.085704803466797, -2.7934603691101074, 4.702826023101807, 7.558863162994385, -1.238041639328003, 4.768249034881592, -5.108776092529297, 4.288697719573975, -3.3862178325653076, 7.391747951507568, -3.613162040710449, 5.770518779754639, 1.0791258811950684]",0.07155081,2.2724042e-07
MT0002222957,30.06,120.96774193548387,3158.6259395458515,0.11110906108634912,"[0.27522823214530945, 0.3490270972251892, 0.36587387323379517, 0.5666927695274353, 0.4390971064567566, 0.5321181416511536, 0.5634414553642273, 0.4701579213142395, 0.39251789450645447, 0.34663185477256775, 0.3973345160484314, 0.31081902980804443]","[-57.990047454833984, 119.4698486328125, -34.68562316894531, 61.872222900390625, -34.15046310424805, 50.43305206298828, -19.966402053833008, 26.556516647338867, -17.133377075195312, 11.14433765411377, -1.6973713636398315, 4.8318634033203125, 8.105229377746582, -5.5057196617126465, 5.143899917602539, -14.413725852966309, 11.494080543518066, -11.84379768371582, 3.872671365737915, -8.614858627319336]",0.2334307,-4.2258962e-05
MT0002262181,29.936326530612245,112.34714673913044,2817.155962001745,0.19403161337209301,"[0.47575655579566956, 0.43372413516044617, 0.6179947257041931, 0.4539695978164673, 0.45799168944358826, 0.430869460105896, 0.4651883840560913, 0.5101870894432068, 0.4748246967792511, 0.5323265790939331, 0.35055068135261536, 0.3907540440559387]","[-128.27804565429688, 76.22835540771484, -68.08076477050781, 68.35029602050781, -22.999561309814453, 45.88173294067383, -19.67142105102539, 28.90900230407715, -11.346450805664062, 10.186800956726074, -2.2883949279785156, -0.9640556573867798, -0.3909616768360138, -10.798765182495117, 7.158655166625977, -11.213484764099121, 3.1331028938293457, -11.81992244720459, 5.6138529777526855, -12.426786422729492]",0.10141469,4.0528695e-07
MT0002297016,30.06,104.16666666666667,2508.4022590130967,0.08937080062533262,"[0.42286381125450134, 0.49094101786613464, 0.4257088005542755, 0.4855501055717468, 0.5575593113899231, 0.5033848285675049, 0.37690749764442444, 0.4138489365577698, 0.39211171865463257, 0.32873934507369995, 0.456063449382782, 0.39828693866729736]","[-182.81488037109375, 140.40626525878906, -48.87892150878906, 62.57915496826172, -30.257036209106445, 35.714202880859375, -20.382966995239258, 8.964459419250488, -6.10893440246582, -2.1896209716796875, 5.279707908630371, -6.765894412994385, 1.6811649799346924, -11.613465309143066, 1.0973149538040161, -7.239785194396973, -4.46732234954834, -7.990222930908203, 6.245571136474609, -1.673945426940918]",0.07689345,1.2892692e-06
MT0002351905,29.16,170.45454545454547,2229.112980985308,0.08810972212698848,"[0.3908746540546417, 0.37184518575668335, 0.44745615124702454, 0.2639554440975189, 0.3197234272956848, 0.3884405791759491, 0.36783456802368164, 0.5259069204330444, 0.45119136571884155, 0.4156283736228943, 0.3380034863948822, 0.3236309289932251]","[-127.57405090332031, 144.17689514160156, -48.1599006652832, 53.184268951416016, -15.455111503601074, 35.88922882080078, -17.15499496459961, 17.189720153808594, -13.169097900390625, 4.021043300628662, -0.9456529021263123, -6.425517559051514, 3.6603684425354004, -5.6233391761779785, 2.3308746814727783, -8.44350814819336, 7.261308193206787, -11.563325881958008, 0.545850932598114, -5.310786724090576]",0.13997091,1.2033779e-06
MT0002366291,29.16,120.96774193548387,3190.5956176173177,0.13953594264262206,"[0.5265541076660156, 0.4321381449699402, 0.5197831392288208, 0.5836294293403625, 0.48739221692085266, 0.53078693151474, 0.5702832341194153, 0.6949838399887085, 0.517456591129303, 0.5378962159156799, 0.6435198187828064, 0.6489212512969971]","[-246.64385986328125, 99.05126953125, 0.40115344524383545, 52.954097747802734, -31.872724533081055, 31.427431106567383, -10.68708610534668, 20.491844177246094, -2.7211785316467285, 8.69374942779541, 2.08225417137146, 3.033055543899536, 6.835984706878662, -4.35756254196167, 6.315994739532471, -1.7704764604568481, 11.692850112915039, -3.413468360900879, 1.9109721183776855, -6.498615264892578]",0.08692438,0.000200059
MT0002391847,30.06,107.14285714285714,1896.7419991302968,0.07954124950106439,"[0.31447070837020874, 0.22474892437458038, 0.2866244316101074, 0.6325364112854004, 0.33015576004981995, 0.28758805990219116, 0.24258527159690857, 0.31449419260025024, 0.5734263062477112, 0.28513866662979126, 0.34185054898262024, 0.26670217514038086]","[-157.80209350585938, 153.0162353515625, -52.55515670776367, 40.020450592041016, -24.795690536499023, 11.667522430419922, -12.845633506774902, 3.670397996902466, -3.7980921268463135, -7.4269795417785645, 3.52877140045166, -2.7153024673461914, -4.452871799468994, -7.2748799324035645, -6.872110843658447, -5.096260070800781, 1.6779279708862305, -9.557271957397461, 0.03604757785797119, -7.9136962890625]",0.11398426,6.140455e-08
MT0002525905,30.06,170.45454545454547,1478.0780772811522,0.061734185820250136,"[0.3660067319869995, 0.23485304415225983, 0.2636133134365082, 0.26302632689476013, 0.5404478907585144, 0.2287053018808365, 0.18185092508792877, 0.29643648862838745, 0.26616179943084717, 0.38801273703575134, 0.26755329966545105, 0.3253835141658783]","[-235.9188995361328, 165.20994567871094, -13.875176429748535, 17.65931510925293, -17.195646286010742, 4.584451675415039, -10.81818962097168, -8.348352432250977, -12.556564331054688, 3.5209193229675293, -16.452730178833008, -11.311305046081543, 10.13878059387207, -12.524836540222168, -5.108550548553467, -8.82680892944336, -4.7877397537231445, -3.6876518726348877, -6.436842918395996, -2.4237382411956787]",0.09611931,-7.752844e-05
MT0002532237,30.06,144.23076923076923,1365.164001647721,0.05600422224254923,"[0.34520575404167175, 0.32537898421287537, 0.36460885405540466, 0.32463338971138, 0.380974143743515, 0.34311026334762573, 0.3793088495731354, 0.4322959780693054, 0.29883405566215515, 0.28570589423179626, 0.26104167103767395, 0.3669900894165039]","[-258.71710205078125, 197.34243774414062, -60.286529541015625, 33.00788879394531, 6.378052711486816, -12.487495422363281, 18.171049118041992, -7.947332859039307, -3.3336727619171143, -4.22363805770874, -7.314397811889648, -0.511411726474762, -11.416547775268555, -7.334907054901123, -4.5081071853637695, -10.565808296203613, -4.1831278800964355, -3.1765878200531006, -7.581140518188477, -6.029407024383545]",0.080967374,1.7565159e-06
