id,transcription
71,The daily dosage salvations behave. Molecular structure saturnine. Mood is broken in with time's new dawn. Mood is broken in with time's new dawn. It's the process of self-reflection. Down with your poetic abstractions. Now we're crowning satisfaction.
72,"Be the girl, seek control of your world, forget your crazy dream and make a home with her and work to give the day some meaning, minutes turn to hours, hours turn to years and then maybe I'll be dead, children in my stead, no, I ain't gonna take it, ain't gonna take it no more I'm found in a nation, I'm opening the door"
73,I le le lobe nela kie. I le le kongo be nela kie. Salaman amalo manjinde deni. Kanu mana fe unfen fa. Unma ju fa. San dani kanu nema. Nkanu wo. Dugu yere dani kanu nema. Mune kela. I le le lobe nani nimi e.
74,"We decided to cancel that at the last minute and call it Real Women just kind of after that title track, although we didn't really want to. But the song itself, it's just kind of about the yearning for something more. That's it. Okay. Because one of the lyrics is like, you know, there's no real women anymore. Yeah, I mean, I just... I thought that might be a statement. Not really. I mean, it's just different times, you know? It's just different days we're living in. I'm not saying there isn't any. I'm just saying maybe they're harder to find. I don't know. No, no, this is just, you know, it's a lot of like little girly pop-tarty type, you know, whatever. So that might be what's in vogue. Just, you know, for the big fans."
76,
77,"I still know I'm convinced, taking summer's law to turn on the neighbor of which. Loving and free, loving and free, that's it."
78,"How to convince it's not a lie. How to ease your troubles and get high. Oh, how to ease your troubles and get high. Or listen to someone you trust, that kid who was five. How to ease your troubles and get high. How to go to sleep. How to go to sleep."
79,
80,"Did I like it then? A false end time didn't make it right. If I lied, did say, get in the game one shot away. Is that what you want? Is that what you say? I'm a wrecked, a fine line. Did you know days are mine? Behind me, finally thought if I don't die, don't die. Don't make it right, didn't make it right."
81,We have already begun to create our new actions We have already begun We have already begun to create our newest actions We have already begun We have already begun
82,"Down alone, some hell she cried I want my daddy by my side Home, going on Home, home, carrying on Because the evidence leaves a trace Of the man you were yesterday And where you are this morning Is far from the grave Home, going on"
83,"I got the satisfaction. And if you love me like you say, why you treat me the way you do? If you love me like you say, why you treat me the way you do? Well, you know I ain't no fool. I'm cool, I know the rules. I'm cool, I know the rules."
84,"Oh, yeah. Follow me up. What can I do? Yeah, I couldn't tell you if I wanted to. But I can tell you that you just have to feel it. Can you feel it? Can you feel it? Get loose and move, yeah. Get loose and move, yeah."
85,"I'm dancing and screaming in my room. But now that voice is burning my radio. I'm telling you, I got gold. Hello, what's up? How y'all? Hope you're feeling good. Hope you're feeling good."
86,. . . . . . The acoustic rock show is over at last. A lot of rock fans wrecked the rock band. A friend of the long-awaited.
87,Terima kasih telah menonton. Terima kasih telah menonton.
88,"Like I'm feeling oh no, okay, maybe going out so right. Picket fixing a fire now I'm by the hip standing still, moving up, going round and round. They don't get on, we all fall down. We don't get up if we all fall down. Get up, get on, we all fall down, down, down, down."
89,Shambling and made of spent. Brick and wood from the blackout runs. What's in the wings and glass and dreams? What's in the wings and glass and dreams?
90,
91,
92,"too. We didn't notice, didn't notice the kids until we got the bill. Didn't notice the kids till they were tall enough to spill. I never knew my nurse, I never knew my nurse till I heard you say, baby you'll have your turn, baby you'll have your turn when you leave."
93,"But you don't come around No, you don't come around You've been cheated You've been cheated"
95,here. Now come up in your best and kneel to the floor and it was such a
96,
98,"Freedom, baby, comes with a day of love. The darkness of fleeting sadness is lost. Hate the terror of the firefly free."
99,"Got the cathedrals, our new holy seat. Build from the fancy and our infancy. Dressing in mockery, laid at your seat. Celebrating bridal's new intimacy. In wrong sweet ocean love."
101,The ocean wet on a quiet night No buzzin' sucklin' No red flags in flight Though the undertow Was sneakin' in
102,
103,Meling sweetSAW mthis water creating thank broad lah je Baden
104,"Bulls, they are the only nation worth men's envy or admiration, free from care or sorrow-taking, selves and others merry-making. All they speak or do is stir love."
105,"Oh, love advice. Boy, you best be wise. Sorry, but I can't give you better advice. Ain't no telling what the girl might do. Might pitch a fit or stick a bit in you. She might make you do wrong. She might make you do right. Might make you come home early."
106,I suppose I'll continue writing to you Even if you won't write to me And everybody knows I'll continue thinking of you Even now I am free I wander in a dream Everything I've ever seen Every place I've ever been It all was in my dream I don't know where to go And I don't know what I know Can't see what time will show
107,Frankincense to offer have I Incense owns a deity nigh Prayer and praising all then raising Worship him God most high Oh star of wonder Star of night Star with royal beauty bright Westward
108,Thank you. Bye.
109,
110,Come on and feel the faith in me. Come on and feel hypocrisy. Come on and try theocracy. The lie divine and sacristy.
111,"You let down, baby. People don't show. You're right now, baby. You're just down low. You go all around. Got the kind of damn cold."
112,"Hey, Pablo, why did you go away leaving me in big trouble? Hey, Pablo, why did you go away leaving me in big trouble? Hey, Pablo, you left me for another. You left me all alone in blue. Hey, Pablo, help me step back. Hey, won't you come back? Hey, Pablo, help me step back. Hey, won't you come back? Hey, Pablo, can't make the habit with me."
113,"Come down, the circuits climb, the shuffle torrents, our holy shrine will paint our head so quick in sight. Explosion south of Nevermind, our sun will set, southwestern lights, desert clouds, the sky hangs high. So wonderful, some blessed thighs, the lives we ride, the tears we'll cry, forgive us now, or at least lie, and say you found us."
114,
115,"Call me Rick, call me the Rock. Well, now, now, now, now. Now, now, now, now. Call me the Rock, call me the Rock. Call me the Rock, call me the Rock. Call me the Rock. Hip! Yeah! Thank you."
116,"We'll answer every bell you rang by choice. My mistress in the sea did cast away her jewels, so earn to keep another day. Let the leaning lesson lie. Now bring my mistress finest wine to wash her face while evening wanes. Splash on your carpet floor, break the glass and disappear. Disappear. Disappear. Break the glass and disappear. Disappear."
117,"I'm the queen. I'm the queen of sorrow and loneliness. I do dishonor, I confess. Well, you..."
118,metros my antic I pane my see my my my be there ah ah ah ah ah ah ah ah ah ah ah ah ah
119,Oh Oh
120,"Oh, the moonless nights are waiting. The moonless nights are waiting. Thanks very much."
121,"Into that corner, don't send me on another path The way you hold me close The way you, the way you feel me in Show me your hunger Show me the skin you got in the game Round one, we shuffle about Round two, saving grace is mile to mile Round three, we enter the jungle It's a fight of passion and flesh"
122,"Grave anew, a hallowed home, a place you finally call your own. It's your own. The ceremony arrived on time, a matrimony delivered life. It's the joyous, reckless few who celebrate this life renewed. It's the joyous, reckless few who celebrate this life renewed."
123,
124,seed on the banks of eternity. To what ends this new growth? The superfluity of language games marks the goldsmith William contrarily. Return of the ancient gods throwing smarts in lovers' cries.
125,"to catch the nearest reason this truth and beauty and truth this truth and beauty fantastic, grotesque oh what a marvelous time oh what a fabulous season the failings of our rhyme to catch the nearest"
126,
127,you you
128,
129,
130,you you
131,
133,
134,
135,"Sweetest, sweetest choice When's the word content is mine To see these trees which have appeared From the nativity of time And which all ages have revealed To look to the as fresh and bright"
136,
137,
138,¶¶ ¶¶ ¶¶ ¶¶
140,you you
142,you you
143,you you
144,Sampai jumpa. Sampai jumpa.
145,
146,
148,
149,
150,
151,
152,Undertekster av Amara.org-gemenskapen Undertekster av Amara.org-gemenskapen
153,you you
154,
155,
156,
157,
158,
159,
160,
161,"Semper disolumis, Popul traptam et benaltam, Micicum veniteris, Nun perplutum, dorsum plutum, Erro tuis heleris. Sosa plutis et percutis, Micicum proclaria, Des afectus et defectus, Semper inontaria."
162,
163,you Thank you.
164,
166,Teksting av Nicolai Winther Teksting av Nicolai Winther
167,you you
168,
169,"The night, and in between, it's nicotine and not that hard to find. Black coffee, feeling low as the ground. It's driving me crazy, just waiting for my baby to maybe come around."
170,
171,you you
172,
173,
174,
175,
176,you you
177,"That mourns in lonely exile here Until the Son of God appears Rejoice! Rejoice! Emmanuel shall come to thee, O Israel O come, thou Dayspring, come and cheer"
178,
179,you you
180,
181,Keep the hinges on this poor door. To be born. To be born. To be born. It is a humble art. To be born.
182,
184,If I could give to you The one thing that you need And place it in your arms And make you feel complete I'd find it if I could What's the difference when I try I always seem to lose My heart and then my mind So lay your body down Just as reckless as you are With flowers
185,
186,you you
187,you you
188,
189,"No name ever, no more, will I play the wild rover. No name ever, no more, and it's no name ever. No name ever, no more, will I play the wild rover. No name ever, no more. Sluts are time."
190,
191,
192,"One time, in all you had, one face, in all the faces, faces, becomes the one you love, the truest you will ever know. Oh, however long you are together before you part, that one will change you for the better. How lucky you are to have been caught. Oh, however long you are together before you part, that one will change you for the better."
193,Terima kasih. Terima kasih.
194,you you
195,¶¶ ¶¶ ¶¶ ¶¶ ¶¶ ¶¶ ¶¶ ¶¶
196,Thank you.
197,
198,Thank you for watching. Thank you for watching.
199,
201,you you
202,
203,you you
204,At least 45 minutes of the inbound. Look at the outbound. 40 minutes. Outbound. All in total. 40 minutes. And no more delays. A sports team. Don't choose to say Francis. Congress here. Bloomberg. And the real. Behavior. Regain. And ignore it. The Bloomberg. And the 303. And the Web. Tonight. Brain heavy. Down. We're slow. Your. Fully. Your. Fully. Fully. Fully. Fully. Fully. Fully. Fully. Fully. Fully. Fully. Fully. Fully. Fully. Fully. Fully. Fully. Fully. Fully.
205,you Thank you.
206,Terima kasih telah menonton Terima kasih telah menonton
207,
208,
209,
210,
211,Terima kasih telah menonton!
212,you you
213,Terima kasih telah menonton!
214,
215,
216,
217,
218,you you
219,Emily and the empathy for the days and summer days will not come back and an emptiness will hollow out your love
220,
221,Damaril
222,Yivu niyum yitbarer yoter veyoter kei reversi bi Li vezeh oreg no nek tek ech chid Hem chad ni yoter revets li Vezeh oreg Vezeh oreg Vezeh oreg Vezeh oreg
223,you you
224,"A, A, A, A, A, A A, A, A, A, A"
225,
226,
227,
228,
229,you you
231,
232,
233,
234,Thank you.
235,
236,
237,"Be all of understanding lost, lost to leaving, but to me sent surely by some power of the universe. My guides appeared around to show me what was known, to show me what was known."
238,
239,you you
240,Papa. Papa.
241,
242,Peace. Sleep in heavenly peace. Peace. Glory.
243,"tu viserevis. So salutis, et ventutis, in tino cor pariva, et slavnetus, et gendetus, semne vino pariva. Papentora, sildentora, credem usando das videi, tonum sprouts, semnen virtuosi, nis tui et tra gemis!"
244,Here's my dears. Here's my dears. Farewell. Farewell. The veil.
245,
246,
247,. . . . . . . . . . .
248,
250,
253,"Dance, dance was the night's command Falling we must have planned Circumscrub this barren land And faster creeps are dying there"
254,
257,"Put the five in me, give me wine, wine, wine Give me wine, wine, wine Give me wine, wine, wine, wine on the side You didn't need your extra drink Pour it right down with the five, that's why Wine, wine, wine Wine, wine, wine Wine, wine, wine, wine on the side Friends You didn't need your extra drink Pour it right down with the five"
258,"those chain smoke days oh it's just one of those chain smoke days stay in bed all day with you stay in bed all day with you It's just one of those chain smoke days I'm having an awake man, will you please shake me? I'm having an awake man, will you please take me? It's just one of those chain smoke days It's just one of those chain smoke days"
260,"We played in a crummy club. That was the night that Gunther died, the dog I loved. Hate to be superstitious, hate to be paranoid. Now I'm scared to ever go."
262,you you
264,"Oh, you know. Ah. Ah. Ah. Ah. Well, there's people in the kitchen I've seen before. Place all, all the bunch. They just hate the sea. Feather hats and so. Well, it's a free country, but it sure ain't cheap. Up to your ankles, well, you're in too deep. The pot is over all the money spent. Here comes Monday and we ain't got rent. Oh, baby. Hey, that's the house rent, chump. Oh, the house rent. Oh, yeah. All right."
265,"Sadly the cocoa is calling now, I hear him far up in the ruins of grey. Sadly the moonbeams are calling now, A slumbering class and a play. Cocoa, cocoa, cocoa, Cocoa, cocoa, cocoa, Cocoa, cocoa, cocoa, Cocoa, cocoa, cocoa, Sableback."
266,you you
269,"You got a lot tied up inside Got Jesus on your mind And a boy that just won't fight Baby, it's a grind And this your bitter life When nothing just won't do"
270,
272,you you
273,
274,Meow! Mushy Mushy Mushy Frolics! Mushy Mushy Mushy Frolics! Mushy Mushy Mushy Frolics! Mushy Mushy Mushy Frolics! Buzzzz Dance! And Gimbels! And Giganopark! And Bipolar! Disposition! For a Porn! Elliot Cat! Mushy Mushy Mushy Frolics! Mushy Mushy Mushy Frolics! Mushy Mushy Mushy Frolics! Mushy Mushy Mushy Frolics! Agi Eggie! Rolling! And music plays Aw yeah!
275,Is there any royal power? Rednecks with white faces Don't go putting them down
276,"Reaching with a thorn My head though goes with a blackbird So I move I'm on smooth The guard at my hand I can fish until a big dark lake I'm so happy down the bone With a shiver on my very tongue The rocks think they My spirits they don't hide I'm waiting on, waiting on The front, waiting on I'm waiting on"
278,you you
279,"He's the best. I found the dog in a ball by the heater. It slipped him a spare rib. All sweet talk from the kitchen. Bad comedy from the den. The philosophy floating through the mail slot. From the fresh air, man. The I"
280,"En me aburum, o mi dae, En me aburum, o mi dae, En me aburum, o mi dae, En me aburum, o mi dae, Why don't you wanna go up in India? To the upper..."
281,
282,
284,
285,Teksting av Nicolai Winther Texting av Nicolai Winther
286,you you
288,
289,
290,Satsang with Mooji Satsang with Mooji
292,"We're gonna get tired, breaking the curve, wanna get by, life is so tight, we don't need your love, go to bed, play it to the music, I need it all, my style of pop, see the water go wild, my mind hurt, I should go to see your lover, say good-lover, say good-lover, say good-lover, I left out, say good-lover, my mind hurt, I should, I left out, say good-lover,"
293,
294,
296,"Gotta feel the syrup surfing through my veins Well, I don't wanna have a faceless feat No! I don't wanna have a steak to eat Lollipops and butterscotch and caramel and lemon drops Jelly peas and jujubees and rummy cake and sugar Bluff, lappy, dappy, chew, go, chug, recover, stop! Do-do-do, do-do-do-do-do-do-do"
297,A last good chance. Yet this might be a last good chance. Was enough to hold these minds of terrible sorrow. And if she passed by.
298,To finally get beyond the confines of the escape. You're an angel of the last resort. Descended from above. It's obvious I called on you to teach me how to love. It's obvious. It's obvious. Ain't it obvious? It's obvious. Ain't it obvious? It's obvious. Ooh.
299,you you
300,"I'm gonna keep it from the bed, that's all I feel. Start to watch and do what's right, start to walk your mind. Left side of my brain, it hurts, right side of my mind. Right side of my mind, right side of my mind. I went down. In a black town. When I awoke. Look what I found."
301,"I boarded that plane and never shed a tear Well, I've been lonesome all my life What's a few more nights? Cause I'm never turning back No, I'm never turning back I'm never turning back I'm never turning back I'm never turning back No, I'm never turning back I'm on a one-way track And I'm never turning back"
302,I don't mind On a one-way street Leave everyone you meet To drown Laughing as your bridge is burning down Thanks for watching!
303,"We speak American English. We speak American English, yeah. 20,000 words of the same shit. Freedom's all you gotta put out there. We speak American English. We speak American English, yeah. Fuck it if you don't understand us. I can barely understand. Well, everybody's looking towards, looking towards the next big thing. Everybody's looking, looking towards the very biggest next big thing."
304,Teksting av Nicolai Winther Translation by Nicolai Winther
305,"I love Seoul, there we will settle down in old Pueblo town, right in the heart of Mexico. Riding down, riding down, riding down to Mexico."
306,you Thank you.
307,
308,
309,you you
310,"She went to work like any other day. It didn't hit her till that package came. The first thing she saw was the letter. She really wished it was that pale green sweater. Oh honey, I'm sorry, but I've sent a new veil. Tear stained and ragged, the old one just too frail. And there she goes, stepping into those shoes."
311,"The material world's from the sun, there would Understand that I don't have a choice, choice I can only call upon that voice, voice Of my dearest friend from way back when A spirit who can lend a hand from all the way Across the great divide Oh, Ghostwriter I'm nothing without you, dear Oh, Ghostwriter I'm nothing without you, here Out the candles and lights I roll back my eyes and stand silent"
312,I can feel it rising up With women on the other side They know I don't have much to hide I have a pistol's love I have the heart of a loaded gun I'm a killer of shyness And a killer of kindness And an ambassador of actual fun
313,Takk skal du hafa med. Takk skal du hafa med.
314,Hard ground Fourteenth day October-o Hitch my team in the morning row Drive the hills a salute-o To my row-row ride-o I got there the hills were steep Make any tender person weep Hear me cuss and pop my whip See my oxen pull and slip When I get home I'll have revenge
315,
316,It may be late Too late to ever know So sad today Watching the river flow Night wind shaking
317,
318,
319,you you
320,"What if I tell all those old folks, Ooh, they got a nineteen, nineteen, Ninety-ninety, nineteen, nineteen, Ninety-nine, thirty-ninety, Seventeen, or a half-a. What if I put you in a pot?"
321,
322,"I want to say hello. I want to see you smile. I want to hold you in my arms again. I want to do the little things we used to do before. Honey, I can't live without you anymore. I won't be satisfied until you're by my side. Oh, how I'm yearning for that moment when I'll say hello. I'll see you smile. I'll hold you in my arms again. I'll say hello. I'll see you smile. I'll hold you in my arms again."
323,Seek what is nothing You
324,
325,"He said, make your school doors open for a child in black and white. Wallace clenched a bow of his fist and he called out, fight. Down in the Birmingham jail, down in the Birmingham jail. You had a chance to live your life, but now you're lost in the Birmingham jail. When the locals heard the news that day, their blood began to boil. They decided to kill the boy."
326,you Thank you.
327,"Rikki da Rikki dikki dikki da Rikki dikki da Hey Rikki, it's not so bad It's just Rikki, you're the best friend I have Oh Rikki dikki da Rikki dikki dikki da Rikki da Rikki dikki dikki da Rikki Rikki's on the phone now telling me about Rikki dikki da Rikki dikki dikki da What he's gonna do when he finds out Rikki dikki da Rikki dikki dikki da Is it Mary or Sally or Linda soon Rikki dikki da Rikki dikki dikki da"
328,"out of an Albanian or a Russian or a Cuban because I'm an American and I prefer American stuff my parents are also American and my grandparents are American also many of my relatives are American one or two are French oh yeah, I look up at the stars I wonder what's up with that shit you know?"
329,yo there's too many cars around here there's too many cars around here there's too many cars around here and too many parties and too many parties And too many parties And too many parties
330,
332,
333,"I can't hang on, just like a loaded gun, for all that I can remember, so often anyone. I got an angry heart, they cut the skin out though, they make me do the things that, I wish I knew."
334,"But Father would gather the children around. Would gather the children around the old bedside. And Father would go down on his knees. He would say, Lord, I thank you for taking care of my children. But oh, they don't have that time, that time. Church, they don't have that time no more. But you know what? It was a law. It was a law. A law. A law."
335,"I think about you, baby, and I can't breathe at all. And I start without you, baby, and edge it until I fall. And I fell so hard this time. And all you wanted was a man that could help you, baby, help you, baby, but I can't help at all. I try the best I can."
336,"McDonald's is the place to rock Yeah, it is a restaurant Where you buy some food to eat It's a good place to listen to the music People flock here from all around To get down to the rock Rock and roll McDonald's Rock and roll McDonald's Rock and roll McDonald's Rock and roll McDonald's Mac, MacDonald's Will make, make, make you fat Well, they serve up there On great big old"
338,Gothic dreams from my southern gothic dreams From my southern gothic dreams from my southern gothic dreams From my southern gothic dreams.
339,
340,"You can have any record you want for free. And I already had The Doors, I already had Love, and I already had all Tim Buckley and all that stuff that I would have wanted from Elektra, but I did not have the Lead Belly Box set. They gave it to me, and I have to say, it was probably the most valuable thing I got out of that whole record deal. And it's the only thing from it I still have. And here's the first song off the Lead Belly Box set that I finally recorded. You've got to put a special tuning on the guitar. Here we go. Don't attempt to adjust your sets. Here's the Lead Belly song. 30 days in the workout."
341,"When you begin to cry As she sees them touch the ground Oh lady, like in a flower fair Someday you'll have to fall And you can find me standing there To catch you when you call Tossin' you a raven Eyes are flashing blue I'll aim at your saving"
342,
343,Takk for ating med. Thank you for watching.
344,
345,"My heart used to say to grace, you're the only girl for me. You say that, baby, say that. Let me see my brain in the shade. I didn't pay her any sure, little old my heart. Used to say to grace, you're the only girl for me. You say that, baby, say that. When I live a time in a Russian hill, I have a soul of hearts too. Yes, it's the only and that's true. They'll make you feel like they do."
346,Thank you.
347,"Goodbye, old paint, I'm a-leaving Cheyenne Goodbye, old paint, I'm a-leaving Cheyenne I'm leaving Cheyenne, I'm off to Montana Goodbye, old paint, I'm a-leaving Cheyenne My foot's in the stirrup, my reins are in my hand Goodbye, my little pony, my horses won't stand I'm a-leaving Cheyenne, I'm off to Montana"
348,"The dirt road or one of many stars above. But most of all, I wish I was a headlight for your love. I wish I was that picture of your grandma's farm. Or the 38 that keeps you well away from harm. Most of all, I wish I was a headlight. I wish I was that picture of your grandma's farm."
349,"Not a nice man, and that they all do tell. But he made a painting of a mountain, and he painted it fairly well. Wow. Well, the one thing that they said of him was that he was not lazy. But he painted that mountain so many damn times, you knew that he was crazy. Oh, there were some famous artists. Their stories I shall tell. First one's name was Rembrandt. I'm sure you know him well. And the second one's name was Paul Cezanne. When there's just one more, he took a razor and cut off his ear and gave it to Elro. Well, now we come to Vincent and go the mountain."
350,
352,"Oh, gospel tree is coming. Don't you want to go and leave this world of trials and troubles here below?"
353,Birmingham jail Send it in care of The Birmingham jail Signing for
354,"These streets where the shadow meets the pavement And the hole in my shoe grows one more size I tried to make like I could avoid you And I saw those lips and I saw your eyes If I could find that big map for your sweetheart Hold on in the rain For I acted in pain, I'd rather see The demons after me, never losing the love"
355,"And cross a poison river in the belly of a shark. Just to drown in her reflection in the lake at Luna Park. I'm stuck on a hat chick girl. When I'm trudging to the pit, she's got me singing sappy songs. When my shovel's getting heavy, she makes me feel strong. When I'm reading in my bed, she makes a short story long."
356,
357,. . . My brother is a driver out on Thunder Road. He trips six nights a week. He's got the wife and he's the load. His little girl's been eating well.
358,"Shopping sucks, all these sickly white shoppers, all this easy space Time unused, my parts are healing, they once were bruised My palms are white and I've cleaned my shoes I've got the back and the dull old real world blues Take me back, take me back, take me way, way back To where cuts come, frequent and deep Work is long and hard is sleep There are no locks for seekers to keep"
359,
360,
361,
362,
364,Thank you.
365,"Thank you. Water rises, water bound, and I can't go home. Water bound, and I can't get around. Water bound, and I can't go home down in North Carolina."
366,"In the morning, don't change my underwear. Cloudy skies are always clear. In the mirror, I see clear. Open the door, closing my eyes. I like my dirty fingernails. In the morning, I look up where you sleep. Cloudy skies are always clear. In the mirror, I see clear. Open the door, closing my eyes. I want you, but I'm all in. You come to, and I'm all in. Baby, baby."
367,"Be yours. Keep your head down, boys. Keep your head down, boys. Don't ask me what comes after today. Don't ask me what comes after today. Sweet Emily's eyes are all that I am thinking of. Don't ask me what comes after today. Nobody means for the girl to go off. Nobody wants it this way."
368,"Better do it now, or there ain't gonna be no after a while. Now the early bird gets the worm, only a fool waits his turn. Don't look back at the past. Take it now, because it might not last. You better do it now. You better do it now, because there might not be no doggone after a while."
369,"Wedding band, dilly dally, oh, dilly dally, eh What to do with Stetson Jones? He left the Cadillac, burned, lit a big fat cigar Kissed her on the cheeks and left money in the jar Dilly dally, oh, dilly dally, eh What to do with Stetson Jones? Poor old Sue raised Josie and Jack Mr. Stetson, oh, he never came back They had no clue why he tore out that day At 30, Sue looked 50 What a shame, dilly dally, oh, dilly dally, eh"
370,"Well, when that old Old-fashioned preacher Oh, Lord, give up The need to him Then every heartbreak Now with the Holy Ghost All would feel Oh, Lord, all would feel Where people They would be shouting Praise my God"
371,"So salty thrills his evening song I'll breeze his wing along Then I'll listen to the song of the whip-poor-wheel As he sings his evening song All is whip-poor-wheel to his song As it floats, whip-poor-wheel, hay-long So brave and great He'll sing, he'll lay"
372,
374,"Boucher and a cop Lost all my money for not for long I'll bet it back cause my credit's on You can't stop this winning streak I'll hand it over, here's my turn to preach You can't stop these scambardus I'll poke it over, it's my turn to"
375,"Stranger, I met in Tennessee Life be good, life be quit Tick tock, tick tock, tick, bit of bullet For a stranger, I met in Tennessee Cold sneakin' in and I'm seein' red Little birdies flyin' round in my head Bit of bullet for a stranger, I met in Tennessee Bit of bullet for a stranger, I met in Tennessee"
376,God bless you. God bless you.
378,you you
379,
380,The river of mother waves and The washing of the blood of the sinner Open your eyes Blow on the ocean Chill in the storm
381,
383,
384,Дякую. Дякую.
386,Teksting av Nicolai Winther Teksting av Nicolai Winther
387,
390,
391,
392,
393,I bottle them and sell them when the sun shines Could stars erupt if you don't keep life's same levels healthy I think a girl on your lip should come and see me Many foods are rich in arginine Concentrate on the ones with more lysine Highest levels of all in my dream
395,
397,"Baby, baby, thirsty, thirsty, thirsty. Come, come, come, come, mercy, mercy, mercy, mercy."
399,
400,
401,Undertexter av Nicolai Winther Undertexter av Nicolai Winther
402,
403,Thank you.
404,you you
405,
406,"Eyes around the corner! Elbow to the knees! Patrick Wynwood and legs! You stand still! Turn behind, build me!"
407,Have you gone by the sea? I put my whole heart in it. Swimming without
408,कर दो कर दो कर दो कर दो
410,you you
415,
416,
419,Thank you.
420,
422,
423,
425,Undertekster av Amara.org-gemenskapen Teksting av Amara.org-gemenskapen
426,
427,
428,... ... ... ... ... ... ... ... ... ... ...
429,you you
430,
